Country,Sct,Commodity,Description,Formula / Source,Currency / Unit,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mexico,B.  Payments based on input use,Pig meat,,B1+B2+B3,MXN mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.70,9.57,11.77,28.00,0.00,12.12,0.00,0.00,94.74,102.29,395.47,352.68,599.76,662.22,153.34,221.10,282.78,273.04,127.12,164.77,140.13,144.67,0.00,0.00
Mexico,                B1.  Variable input use,Pig meat,Pig meat specific programmes in B1,TOTAL table,MXN mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.58,48.08,199.75,196.39,28.73,51.37,99.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mexico,                B2.  Fixed capital formation,Pig meat,Pig meat specific programmes in B2,TOTAL table,MXN mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.70,9.57,11.77,28.00,0.00,12.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mexico,                B3.  On-farm services,Pig meat,Pig meat specific programmes in B3,TOTAL table,MXN mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.74,102.29,305.90,304.60,400.02,465.84,124.61,169.73,183.38,273.04,127.12,164.77,140.13,144.67,0.00,0.00
Mexico,"C. Payments based on current A/An/R/I, 
production required, single commodity",Pig meat,Pig meat specific programmes in C,TOTAL table,MXN mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.26,4.91,0.00,0.00,0.00,0.00,0.00
Mexico,"D.  Payments based on non-current A/An/R/I, production required",Pig meat,Pig meat specific programmes in D,TOTAL table,MXN mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mexico,IV. % Producer Single Commodity Transfers,Pig meat,Pig meat specific transfers  / value of receipts from Pig meat production,%SCTPK = 100* SCTPK / ( (PPPK*QPPK) + A.2PK + BPK + CPK + DPK),%,-133.64,-50.38,-0.75,-4.34,-20.54,-0.94,6.27,-3.56,9.78,-33.61,-13.95,-5.36,2.69,13.18,2.93,4.33,19.47,10.00,-0.52,0.52,2.84,2.28,8.01,9.91,2.33,-0.87,0.00,0.68,0.84,1.41,2.18,0.31,6.16,1.26,8.74
Norway,I.  Level of production   ,Pig meat,,MPS table,000 tons,85.10,92.30,89.60,83.60,83.00,85.10,90.80,89.80,90.80,95.50,102.80,105.50,106.40,109.30,102.90,108.80,104.00,106.00,113.50,112.80,116.40,117.70,122.70,123.70,128.80,130.80,131.49,127.50,128.84,134.69,137.74,137.27,137.35,132.30,129.32
Norway,II.  Value of production (at farm gate)  ,Pig meat,,MPS table,NOK mn,"2,143.67","2,437.64","2,452.35","2,297.33","2,402.02","2,472.16","2,465.22","2,247.69","2,078.41","1,990.22","2,171.14","2,251.37","2,416.34","2,337.93","2,039.48","2,205.38","2,284.88","2,309.74","2,401.66","2,448.89","2,500.27","2,722.40","2,865.05","2,946.42","3,137.44","3,284.27","3,404.64","3,187.80","3,367.85","3,743.77","3,830.30","3,717.42","3,570.75","3,493.54","3,558.22"
Norway,III. Producer Single Commodity Transfers,Pig meat,"Includes Pig meat specific programmes in A, B, C and D",A+B+C+D,NOK mn,794.40,"1,178.90","1,440.57","1,156.38","1,230.85","1,347.46",947.45,936.69,906.95,721.41,768.47,705.13,"1,207.45","1,183.59",696.16,771.47,"1,148.66","1,245.11","1,113.62",951.54,932.51,"1,241.22","1,249.91","1,114.16","1,525.14","1,566.68","1,592.49","1,294.39","1,477.47","1,725.02","1,724.89","1,377.60","1,420.95",884.03,443.50
Norway,A.  Support based on commodity outputs,Pig meat,,A1+A2,NOK mn,794.40,"1,178.90","1,440.57","1,156.38","1,230.85","1,347.46",947.45,936.69,906.95,721.41,768.47,705.13,"1,207.45","1,183.59",696.16,771.47,"1,148.66","1,245.11","1,113.62",951.54,932.51,"1,241.22","1,249.91","1,114.16","1,525.14","1,566.68","1,592.49","1,294.39","1,477.47","1,725.02","1,724.89","1,377.60","1,420.95",884.03,443.50
Norway,               A1.  Market Price Support  ,Pig meat,MPS for Pig meat,TOTAL table,NOK mn,686.18,"1,096.63","1,356.72","1,072.92","1,154.00","1,283.43",891.42,874.67,855.73,671.29,717.22,654.35,"1,152.20","1,128.95",653.76,707.36,"1,089.63","1,179.20","1,048.19",887.95,875.20,"1,189.33","1,185.08","1,049.15","1,452.89","1,461.68","1,491.19","1,194.95","1,366.88","1,606.38","1,579.27","1,271.54","1,317.06",785.44,341.59
Norway,               A2.  Payments based on output,Pig meat,Pig meat specific programmes in A2,TOTAL table,NOK mn,108.22,82.27,83.85,83.46,76.85,64.03,56.03,62.03,51.22,50.12,51.24,50.78,55.25,54.63,42.40,64.10,59.02,65.91,65.43,63.58,57.31,51.88,64.83,65.01,72.26,105.00,101.30,99.43,110.59,118.65,145.62,106.06,103.88,98.60,101.90
Norway,B.  Payments based on input use,Pig meat,,B1+B2+B3,NOK mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Norway,                B1.  Variable input use,Pig meat,Pig meat specific programmes in B1,TOTAL table,NOK mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Norway,                B2.  Fixed capital formation,Pig meat,Pig meat specific programmes in B2,TOTAL table,NOK mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Norway,                B3.  On-farm services,Pig meat,Pig meat specific programmes in B3,TOTAL table,NOK mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Norway,"C. Payments based on current A/An/R/I, 
production required, single commodity",Pig meat,Pig meat specific programmes in C,TOTAL table,NOK mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Norway,"D.  Payments based on non-current A/An/R/I, production required",Pig meat,Pig meat specific programmes in D,TOTAL table,NOK mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Norway,IV. % Producer Single Commodity Transfers,Pig meat,Pig meat specific transfers  / value of receipts from Pig meat production,%SCTPK = 100* SCTPK / ( (PPPK*QPPK) + A.2PK + BPK + CPK + DPK),%,35.28,46.78,56.80,48.57,49.65,53.13,37.58,40.55,42.59,35.36,34.58,30.63,48.85,49.47,33.44,33.99,49.01,52.41,45.14,37.87,36.46,44.74,42.66,37.00,47.52,46.22,45.42,39.38,42.48,44.66,43.38,36.03,38.67,24.61,12.12
New Zealand,I.  Level of production   ,Pig meat,,MPS table,000 tons,44.50,45.54,45.06,43.19,44.06,48.20,49.63,50.24,52.28,48.21,49.02,50.96,48.97,49.29,48.58,46.68,46.32,50.89,50.90,51.07,50.32,51.70,47.34,46.67,49.47,50.59,47.16,47.77,45.63,43.85,45.92,48.30,43.40,44.46,44.63
New Zealand,II.  Value of production (at farm gate)  ,Pig meat,,MPS table,NZD mn,115.00,108.00,99.00,124.00,126.00,126.00,133.00,147.00,140.00,142.13,132.61,138.00,129.00,129.00,147.00,167.00,162.00,156.00,157.00,164.00,165.72,160.48,180.81,179.24,168.39,185.23,172.00,185.00,186.00,180.00,172.00,161.00,164.00,165.65,167.31
New Zealand,III. Producer Single Commodity Transfers,Pig meat,"Includes Pig meat specific programmes in A, B, C and D",A+B+C+D,NZD mn,4.04,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,A.  Support based on commodity outputs,Pig meat,,A1+A2,NZD mn,4.04,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,               A1.  Market Price Support  ,Pig meat,MPS for Pig meat,TOTAL table,NZD mn,4.04,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,               A2.  Payments based on output,Pig meat,Pig meat specific programmes in A2,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,B.  Payments based on input use,Pig meat,,B1+B2+B3,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B1.  Variable input use,Pig meat,Pig meat specific programmes in B1,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B2.  Fixed capital formation,Pig meat,Pig meat specific programmes in B2,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B3.  On-farm services,Pig meat,Pig meat specific programmes in B3,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,"C. Payments based on current A/An/R/I, 
production required, single commodity",Pig meat,Pig meat specific programmes in C,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,"D.  Payments based on non-current A/An/R/I, production required",Pig meat,Pig meat specific programmes in D,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,IV. % Producer Single Commodity Transfers,Pig meat,Pig meat specific transfers  / value of receipts from Pig meat production,%SCTPK = 100* SCTPK / ( (PPPK*QPPK) + A.2PK + BPK + CPK + DPK),%,3.51,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,I.  Level of production   ,Pig meat,,MPS table,000 tons,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,212.54","1,265.89","1,332.35","1,384.58","1,365.61","1,415.04","1,564.96","1,616.72","1,605.81","1,628.84","1,635.76","1,641.59","1,652.88","1,681.13","1,690.69","1,775.71","1,715.84","1,585.51","1,623.83","1,607.66","1,499.85"
Phillipines,II.  Value of production (at farm gate)  ,Pig meat,,MPS table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"89,311.93","94,525.67","97,413.60","101,528.90","132,424.77","144,879.98","154,930.74","164,627.78","188,429.99","199,462.97","211,620.09","208,903.67","208,404.67","229,858.21","242,686.74","247,407.40","231,982.11","241,745.05","268,118.32","253,711.01","276,292.15"
Phillipines,III. Producer Single Commodity Transfers,Pig meat,"Includes Pig meat specific programmes in A, B, C and D",A+B+C+D,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,839.45","19,447.81","26,156.52","19,634.77","36,512.72","44,105.18","25,941.46","35,465.06","33,105.01","43,302.69","60,493.84","52,643.16","52,238.46","48,914.59","55,611.33","76,928.01","43,475.73","55,901.29","60,583.72","55,747.44","52,568.13"
Phillipines,A.  Support based on commodity outputs,Pig meat,,A1+A2,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,839.45","19,447.81","26,156.52","19,634.77","36,512.72","44,105.18","25,941.46","35,465.06","33,105.01","43,302.69","60,493.84","52,643.16","52,238.46","48,914.59","55,611.33","76,928.01","43,475.73","55,901.29","60,583.72","55,747.44","52,568.13"
Phillipines,               A1.  Market Price Support  ,Pig meat,MPS for Pig meat,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,839.45","19,447.81","26,156.52","19,634.77","36,512.72","44,105.18","25,941.46","35,465.06","33,105.01","43,302.69","60,493.84","52,643.16","52,238.46","48,914.59","55,611.33","76,928.01","43,475.73","55,901.29","60,583.72","55,747.44","52,568.13"
Phillipines,               A2.  Payments based on output,Pig meat,Pig meat specific programmes in A2,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,B.  Payments based on input use,Pig meat,,B1+B2+B3,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B1.  Variable input use,Pig meat,Pig meat specific programmes in B1,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B2.  Fixed capital formation,Pig meat,Pig meat specific programmes in B2,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B3.  On-farm services,Pig meat,Pig meat specific programmes in B3,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,"C. Payments based on current A/An/R/I, 
production required, single commodity",Pig meat,Pig meat specific programmes in C,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,"D.  Payments based on non-current A/An/R/I, production required",Pig meat,Pig meat specific programmes in D,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,IV. % Producer Single Commodity Transfers,Pig meat,Pig meat specific transfers  / value of receipts from Pig meat production,%SCTPK = 100* SCTPK / ( (PPPK*QPPK) + A.2PK + BPK + CPK + DPK),%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.97,20.57,26.85,19.34,27.57,30.44,16.74,21.54,17.57,21.71,28.59,25.20,25.07,21.28,22.91,31.09,18.74,23.12,22.60,21.97,19.03
Russia,I.  Level of production   ,Pig meat,,MPS table,000 tons,"2,630.50","2,780.02","2,842.94","2,939.94","2,885.34","2,521.51","2,298.95","2,021.27","1,780.67","1,579.11","1,426.85","1,297.80","1,072.98","1,174.30","1,402.59","1,274.53","1,385.50","1,505.40","1,456.33","1,355.51","1,467.90","1,667.22","1,774.75","1,879.48","2,019.22","2,102.47","2,214.38","2,433.54","2,560.16","2,663.52","2,898.37","3,037.17","3,234.51","3,399.91","3,693.31"
Russia,II.  Value of production (at farm gate)  ,Pig meat,,MPS table,RUB mn,9.04,9.72,12.30,13.04,14.50,19.56,120.82,"1,435.04","3,776.50","11,553.04","14,950.09","17,311.13","17,974.70","32,887.18","43,375.16","63,975.72","70,635.25","71,161.75","88,183.24","105,347.55","117,799.50","126,737.97","165,314.07","201,402.95","216,030.48","244,992.82","274,035.96","259,112.29","358,683.81","407,112.74","406,831.50","439,074.45","477,709.61","477,848.08","505,111.61"
Russia,III. Producer Single Commodity Transfers,Pig meat,"Includes Pig meat specific programmes in A, B, C and D",A+B+C+D,RUB mn,5.58,5.59,8.18,7.20,5.02,2.60,-681.97,-612.73,-441.71,754.23,"2,269.91","5,177.76","4,180.72","6,429.64","-6,677.30","17,350.55","21,193.53","33,401.25","27,778.15","42,382.97","40,597.32","48,482.64","103,161.32","97,174.95","120,378.58","102,077.05","102,692.39","106,457.32","180,738.48","132,579.59","108,249.89","107,369.91","94,839.93","92,367.23","118,889.70"
Russia,A.  Support based on commodity outputs,Pig meat,,A1+A2,RUB mn,5.58,5.59,8.18,7.20,5.02,2.60,-681.97,-612.73,-441.71,754.23,"2,269.91","5,177.76","4,180.72","6,429.64","-6,677.30","17,350.55","21,193.53","33,401.25","27,778.15","42,382.97","40,597.32","48,482.64","103,161.32","97,174.95","120,378.58","102,077.05","102,692.39","105,658.38","180,236.06","132,095.14","106,926.19","106,478.02","94,115.24","92,367.23","118,889.70"
Russia,               A1.  Market Price Support  ,Pig meat,MPS for Pig meat,TOTAL table,RUB mn,5.20,5.18,8.18,7.20,5.02,2.60,-700.34,-713.79,-583.75,429.88,"1,833.37","4,726.84","3,814.08","6,066.66","-7,245.30","16,755.13","20,866.47","33,052.91","27,367.50","42,043.88","40,255.50","47,853.79","102,533.96","96,732.74","119,938.58","101,466.16","101,886.70","98,538.73","179,899.53","131,850.66","106,031.92","105,549.92","94,115.24","92,367.23","118,889.70"
Russia,               A2.  Payments based on output,Pig meat,Pig meat specific programmes in A2,TOTAL table,RUB mn,0.38,0.42,0.00,0.00,0.00,0.00,18.37,101.07,142.04,324.35,436.55,450.91,366.63,362.98,568.00,595.42,327.06,348.34,410.65,339.09,341.82,628.86,627.36,442.21,440.00,610.90,805.69,"7,119.65",336.53,244.48,894.27,928.10,0.00,0.00,0.00
Russia,B.  Payments based on input use,Pig meat,,B1+B2+B3,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,783.30,502.42,484.45,"1,323.70",891.89,724.69,0.00,0.00
Russia,                B1.  Variable input use,Pig meat,Pig meat specific programmes in B1,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,                B2.  Fixed capital formation,Pig meat,Pig meat specific programmes in B2,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,                B3.  On-farm services,Pig meat,Pig meat specific programmes in B3,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,783.30,502.42,484.45,"1,323.70",891.89,724.69,0.00,0.00
Russia,"C. Payments based on current A/An/R/I, 
production required, single commodity",Pig meat,Pig meat specific programmes in C,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,"D.  Payments based on non-current A/An/R/I, production required",Pig meat,Pig meat specific programmes in D,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,IV. % Producer Single Commodity Transfers,Pig meat,Pig meat specific transfers  / value of receipts from Pig meat production,%SCTPK = 100* SCTPK / ( (PPPK*QPPK) + A.2PK + BPK + CPK + DPK),%,59.21,55.18,66.51,55.23,34.61,13.31,-489.96,-39.89,-11.27,6.35,14.75,29.15,22.79,19.34,-15.20,26.87,29.87,46.71,31.35,40.10,34.36,38.07,62.17,48.14,55.61,41.56,37.36,39.87,50.27,32.51,26.46,24.35,19.82,19.33,23.54
Turkey,I.  Level of production   ,Sheep meat,,MPS table,000 tons,311.52,277.38,348.44,343.78,317.90,311.00,324.00,289.00,300.00,268.00,253.00,248.00,215.00,237.00,253.00,204.00,194.00,203.00,191.00,195.00,189.00,142.00,96.00,100.00,75.00,107.00,97.00,103.00,98.00,100.00,82.00,100.00,111.00,109.00,109.00
Turkey,II.  Value of production (at farm gate)  ,Sheep meat,,MPS table,TRL mn,0.41,0.59,1.02,1.63,2.45,4.57,7.80,12.43,25.77,53.28,80.11,135.53,199.74,365.08,567.84,568.96,994.06,"1,285.37","1,214.64","1,296.75","1,379.70","1,086.30",689.28,"1,009.70",984.00,"1,498.00","1,348.30","1,421.40","1,791.44","2,072.10","1,987.43","2,782.00","3,535.46","3,900.46","3,900.46"
Turkey,III. Producer Single Commodity Transfers,Sheep meat,"Includes Sheep meat specific programmes in A, B, C and D",A+B+C+D,TRL mn,0.04,0.10,0.07,0.29,0.40,0.70,0.59,2.09,4.87,11.61,-2.01,-6.44,8.47,58.07,150.98,-4.87,-11.04,-52.19,-77.71,-91.03,31.90,173.85,-49.61,57.43,182.57,-31.18,-17.37,-80.71,-84.87,37.88,386.83,183.26,-4.15,-17.26,0.00
Turkey,A.  Support based on commodity outputs,Sheep meat,,A1+A2,TRL mn,0.04,0.10,0.07,0.29,0.40,0.70,0.59,2.09,4.87,11.61,-2.01,-6.44,8.47,58.07,150.98,-4.87,-11.04,-52.19,-77.71,-91.03,31.90,173.85,-49.61,57.43,182.57,-31.18,-17.37,-80.71,-84.87,37.88,386.83,183.26,-4.15,-17.26,0.00
Turkey,               A1.  Market Price Support  ,Sheep meat,MPS for Sheep meat,TOTAL table,TRL mn,0.04,0.10,0.07,0.29,0.40,0.69,0.59,2.09,4.85,11.58,-2.01,-6.45,8.47,58.07,150.98,-4.87,-11.04,-52.19,-77.71,-91.03,31.90,173.85,-49.61,57.43,182.57,-31.18,-17.37,-80.71,-84.87,37.88,386.83,183.26,-4.15,-17.26,0.00
Turkey,               A2.  Payments based on output,Sheep meat,Sheep meat specific programmes in A2,TOTAL table,TRL mn,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,B.  Payments based on input use,Sheep meat,,B1+B2+B3,TRL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,                B1.  Variable input use,Sheep meat,Sheep meat specific programmes in B1,TOTAL table,TRL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
